State,County,prop_male,prop_female,white_male,white_female,black_male,black_female,native_am_male,native_am_female,aa_male,aa_female,native_ha_male,native_ha_female,hisp_male,hisp_female
New Jersey,Somerset County,0.4892470830014532,0.5107529169985469,0.2665671532891097,0.28186809511938565,0.04588762487307484,0.04921960028455556,6.445061927316726e-4,5.837037217192506e-4,0.09047711699003448,0.0958550955510832,1.7328704238540253e-4,1.7632716593602365e-4,0.07761739437090723,0.07457423069673552
New Jersey,Sussex County,0.49686094185980295,0.503139058140197,0.4223848300210694,0.4282358635613006,0.011830191902511247,0.010570297819030806,6.335060645749103e-4,6.192699732361482e-4,0.008961619497750697,0.010613006093047094,1.2812482204885826e-4,1.2812482204885826e-4,0.04574767951711178,0.046103581800580835
New Jersey,Union County,0.48873083234922465,0.5112691676507753,0.1926390469154709,0.19969586997902367,0.09740249235630666,0.11207335069678488,5.338452495861351e-4,5.769842596537016e-4,0.02592654505060745,0.029081085161798248,1.5817637024774373e-4,1.6896112276463537e-4,0.1655854952268483,0.16254419501708484
New Jersey,Warren County,0.48993511736821604,0.510064882631784,0.39196519327044566,0.4123609488253679,0.02531657594497801,0.025212079759088794,6.079778088099784e-4,7.219736479618494e-4,0.013812495843901698,0.01408798578851872,1.614941054651505e-4,1.0449618588921504e-4,0.051355125537917864,0.05025316575944978
New Mexico,Bernalillo County,0.4900967574261435,0.5099032425738566,0.1883346266718302,0.19420692336122725,0.014456922993104322,0.011463347474161454,0.02011718088529143,0.02333457513462255,0.011645936438425554,0.014543800000294498,3.033332793419729e-4,2.7535593804344145e-4,0.24595764230527403,0.2570852616838531
New Mexico,Catron County,0.5321803232208676,0.4678196767791324,0.389849730649277,0.3589452792741707,0.004819960306209243,0.001417635384179189,0.015026935072299404,0.01587751630280692,5.670541536716756e-4,0.001417635384179189,2.835270768358378e-4,0,0.10972497873546924,0.08023816274454211
New Mexico,Chaves County,0.4969124816219144,0.5030875183780856,0.1863808713147102,0.19300472026619206,0.007691712450669349,0.006871469473032577,0.0045500270834945445,0.0031726379323686453,0.004132167453377699,0.005385746343728236,4.1785963011684593e-4,4.1785963011684593e-4,0.2887564806933375,0.2896850576491527
New Mexico,Cibola County,0.5120899718837864,0.4879100281162137,0.09439550140581068,0.09465791940018745,0.005960637300843487,0.004273664479850047,0.18672914714151828,0.20933458294283036,0.002099343955014058,0.0026241799437675727,4.4985941893158386e-4,2.9990627928772257e-4,0.21488284910965325,0.16978444236176196
New Mexico,Colfax County,0.5083326354576668,0.4916673645423331,0.23155514613516456,0.2378360271334059,0.003098567959132401,0.0023448622393434384,0.008541998157608241,0.004773469558663429,0.0038522736789213634,0.003182313039108952,3.349803199062055e-4,5.024704798593083e-4,0.2545850431287162,0.2375010468134997
New Mexico,Curry County,0.5182416145769498,0.4817583854230502,0.24286064468684887,0.222474159414961,0.030702291947542593,0.024655799321812312,0.002737263553540058,0.0032683743922866364,0.0074355517424520975,0.008456918740041671,5.106834987947869e-4,7.353842382644932e-4,0.22273971483433427,0.2114433958409936
New Mexico,De Baca County,0.4959954233409611,0.5040045766590389,0.2488558352402746,0.2511441647597254,0.002860411899313501,0.002288329519450801,0.006864988558352402,0.006292906178489702,5.720823798627002e-4,0.002860411899313501,0,0,0.22768878718535468,0.2316933638443936
New Mexico,Doña Ana County,0.4898233231742249,0.510176676825775,0.13299571484222827,0.13424230619400077,0.009633584637594813,0.006627099612731731,0.003790187676161232,0.0038222690712436122,0.005032195971493389,0.0056692408167006575,2.520681042187035e-4,3.849767409885653e-4,0.33302779623731066,0.35458191067622996
New Mexico,Eddy County,0.5058159425248033,0.4941840574751967,0.22902839548409168,0.2235203557988368,0.008279165241190557,0.004977762572699281,0.005200136845706466,0.004413274033527198,0.003352719808416011,0.0038829969209716046,2.565856996236743e-4,3.4211426616489907e-4,0.25359219979473147,0.25184741703729047
New Mexico,Grant County,0.4921105267056819,0.5078894732943181,0.2276094525520409,0.22994295873768428,0.005333728424327728,0.0031483813615823396,0.004333654344766279,0.005333728424327728,0.00274094377361286,0.004444773686939773,7.037558337654641e-4,5.926364915919697e-4,0.24538854729979998,0.2586487887991703
New Mexico,Guadalupe County,0.5686046511627907,0.4313953488372093,0.09302325581395349,0.07023255813953488,0.01441860465116279,0.0013953488372093023,0.009767441860465116,0.004186046511627907,0.004883720930232558,0.006279069767441861,0,0,0.44,0.34651162790697676
New Mexico,Harding County,0.5104,0.4896,0.2576,0.264,0.0016,0.0016,0.0016,0,0,0,0,0,0.248,0.2208
New Mexico,Hidalgo County,0.496903287279657,0.5030967127203431,0.18889947594092424,0.19985707479752263,0.006193425440686041,0.004525964745116722,0.0028585040495474035,0.0026202953787517864,0.0033349213911386373,0.0019056693663649356,2.3820867079561695e-4,2.3820867079561695e-4,0.2908527870414483,0.28894711767508335
New Mexico,Lea County,0.5142816941044042,0.4857183058955959,0.17090192767693824,0.1719431546362741,0.018713943998874348,0.015097790910370057,0.00446039116364148,0.003588011819333052,0.002377937244969748,0.0025889967637540453,2.2513015336991698e-4,1.407063458561981e-4,0.3127902068383284,0.28809624314056564
New Mexico,Lincoln County,0.4872266503167791,0.512773349683221,0.29061925199264255,0.3127426936439812,0.003934191702432046,0.0025546699366441857,0.013590844062947067,0.01583895360719395,0.002605763335377069,0.0027590435315757206,2.0437359493153485e-4,1.5328019619865113e-4,0.1699877375843041,0.1737175556918046
New Mexico,Los Alamos County,0.5111776550157469,0.4888223449842532,0.3666683876297176,0.34493262429655636,0.007124787030822448,0.005111260261242191,0.004388455779854406,0.004181940213743611,0.033455521709948886,0.031648510506479426,2.065155661107956e-4,3.614022406938923e-4,0.09097010687180546,0.09355155144819041
New Mexico,Luna County,0.5047028554557341,0.4952971445442659,0.1459783204690202,0.13948289679024842,0.004977012948669281,0.005230081403686364,0.0031633556877135264,0.002994643384368805,0.003922561052764773,0.004850478721160741,1.2653422750854106e-4,2.1089037918090177e-4,0.34193766080391413,0.3369606478552448
New Mexico,McKinley County,0.4819034007314305,0.5180965992685695,0.041181498451665334,0.04191012652906806,0.0026342707413790686,0.0019757030560343014,0.35171718020934045,0.3906287219583281,0.004273683915535191,0.005801000462398588,1.1209662729272633e-4,1.4012078411590793e-4,0.07307298891644598,0.06912158280437737
